,0,1,2
"(2, 'linear', 231, 61)",67.01,51.5,46.88
"(2, 'linear', 231, 81)",62.89,51.0,46.88
"(2, 'linear', 231, 91)",90.72,29.0,0.0
"(2, 'linear', 241, 1)",65.98,52.5,46.88
"(2, 'linear', 241, 11)",62.89,53.0,46.88
"(2, 'linear', 241, 21)",65.98,51.5,46.88
"(2, 'linear', 241, 31)",67.01,52.0,46.88
"(2, 'linear', 241, 41)",64.95,50.5,46.88
"(2, 'linear', 241, 51)",64.95,52.5,46.88
"(2, 'linear', 241, 61)",63.92,51.5,46.88
"(2, 'linear', 241, 71)",67.01,51.5,46.88
"(2, 'linear', 241, 81)",65.98,52.5,46.88
"(2, 'linear', 241, 91)",64.95,52.0,46.88
"(2, 'linear', 251, 1)",61.86,56.0,46.88
"(2, 'linear', 251, 11)",67.01,53.0,46.88
"(2, 'linear', 251, 21)",65.98,51.0,46.88
"(2, 'linear', 251, 31)",64.95,52.5,46.88
"(2, 'linear', 251, 41)",65.98,52.5,46.88
"(2, 'linear', 251, 51)",64.95,52.0,46.88
"(2, 'linear', 251, 61)",88.66,29.0,0.0
"(2, 'linear', 251, 71)",67.01,52.5,46.88
"(2, 'linear', 251, 81)",65.98,52.0,46.88
"(2, 'linear', 251, 91)",90.72,29.0,0.0
"(2, 'linear', 261, 1)",61.86,54.5,46.88
"(2, 'linear', 261, 11)",65.98,52.0,46.88
"(2, 'linear', 261, 21)",62.89,53.0,46.88
"(2, 'linear', 261, 31)",65.98,50.5,46.88
"(2, 'linear', 261, 41)",62.89,52.0,46.88
"(2, 'linear', 261, 51)",63.92,52.0,46.88
"(2, 'linear', 261, 61)",62.89,52.5,46.88
"(2, 'linear', 261, 71)",68.04,52.0,46.88
"(2, 'linear', 261, 81)",65.98,51.5,46.88
"(2, 'linear', 261, 91)",89.69,29.5,0.0
"(2, 'linear', 271, 1)",62.89,52.5,46.88
"(2, 'linear', 271, 11)",63.92,52.0,46.88
"(2, 'linear', 271, 31)",64.95,52.0,46.88
"(2, 'linear', 271, 41)",67.01,51.5,46.88
"(2, 'linear', 271, 51)",63.92,51.5,46.88
"(2, 'linear', 271, 61)",65.98,51.5,46.88
"(2, 'linear', 271, 71)",67.01,50.5,46.88
"(2, 'linear', 271, 81)",88.66,32.5,0.0
"(2, 'linear', 271, 91)",90.72,29.5,0.0
"(2, 'linear', 281, 1)",65.98,52.0,46.88
"(2, 'linear', 281, 11)",64.95,51.5,46.88
"(2, 'linear', 281, 21)",62.89,53.5,46.88
"(2, 'linear', 281, 31)",63.92,51.5,46.88
"(2, 'linear', 281, 41)",65.98,52.0,46.88
"(2, 'linear', 281, 51)",67.01,51.5,46.88
"(2, 'linear', 281, 61)",88.66,28.0,0.0
"(2, 'linear', 281, 71)",68.04,51.5,46.88
"(2, 'linear', 281, 81)",90.72,29.0,0.0
"(2, 'linear', 281, 91)",89.69,30.0,0.0
"(2, 'linear', 291, 1)",69.07,51.5,46.88
"(2, 'linear', 291, 11)",64.95,53.5,46.88
"(2, 'linear', 291, 21)",63.92,52.0,46.88
"(2, 'linear', 291, 31)",65.98,52.0,46.88
"(2, 'linear', 291, 41)",63.92,52.5,46.88
"(2, 'linear', 291, 51)",62.89,50.5,46.88
"(2, 'linear', 291, 61)",90.72,28.5,0.0
"(2, 'linear', 291, 71)",90.72,29.5,0.0
"(2, 'linear', 291, 81)",90.72,30.5,0.0
"(2, 'linear', 291, 91)",63.92,52.0,46.88
"(3, 'relu', 1, 1)",100.0,-1.0,-1.0
"(3, 'relu', 1, 11)",65.98,51.5,46.88
"(3, 'relu', 1, 21)",64.95,51.0,46.88
"(3, 'relu', 1, 31)",63.92,51.5,46.88
"(3, 'relu', 1, 51)",80.41,10.0,0.0
"(3, 'relu', 1, 71)",71.13,28.5,0.0
"(3, 'relu', 1, 81)",73.2,44.5,25.0
"(3, 'relu', 1, 91)",77.32,43.0,28.12
"(3, 'relu', 11, 1)",92.78,22.0,0.0
"(3, 'relu', 11, 11)",64.95,52.5,50.0
"(3, 'relu', 21, 1)",41.24,67.5,3.12
"(3, 'relu', 21, 11)",64.95,49.5,50.0
"(3, 'relu', 21, 21)",65.98,48.5,46.88
"(3, 'relu', 21, 31)",65.98,52.5,46.88
"(3, 'relu', 21, 41)",63.92,50.5,46.88
"(3, 'relu', 21, 51)",62.89,48.0,50.0
"(3, 'relu', 21, 61)",48.45,50.5,71.88
"(3, 'relu', 21, 71)",49.48,43.0,81.25
"(3, 'relu', 21, 81)",55.67,70.5,0.0
"(3, 'relu', 21, 91)",64.95,50.0,59.38
"(3, 'relu', 31, 1)",100.0,-1.0,-1.0
"(3, 'relu', 31, 11)",54.64,47.5,78.12
"(3, 'relu', 31, 21)",63.92,50.5,56.25
"(3, 'relu', 31, 31)",58.76,44.0,71.88
"(3, 'relu', 31, 51)",53.61,43.0,78.12
"(3, 'relu', 31, 61)",64.95,48.5,53.12
"(3, 'relu', 31, 71)",61.86,40.0,75.0
"(3, 'relu', 31, 81)",65.98,51.0,46.88
"(3, 'relu', 31, 91)",65.98,48.0,50.0
"(3, 'relu', 41, 11)",63.92,50.0,46.88
"(3, 'relu', 41, 21)",62.89,48.0,46.88
"(3, 'relu', 41, 31)",65.98,49.0,46.88
"(3, 'relu', 41, 41)",67.01,50.5,46.88
"(3, 'relu', 41, 51)",65.98,60.0,0.0
"(3, 'relu', 41, 61)",65.98,49.5,46.88
"(3, 'relu', 41, 71)",100.0,-1.0,-1.0
"(3, 'relu', 41, 81)",64.95,44.0,56.25
"(3, 'relu', 41, 91)",67.01,50.5,46.88
"(3, 'relu', 51, 1)",100.0,-1.0,-1.0
"(3, 'relu', 51, 11)",65.98,49.5,46.88
"(3, 'relu', 51, 21)",67.01,48.5,46.88
"(3, 'relu', 51, 31)",67.01,50.0,46.88
"(3, 'relu', 51, 41)",59.79,65.5,0.0
"(3, 'relu', 51, 61)",69.07,46.5,46.88
"(3, 'relu', 51, 71)",60.82,48.5,0.0
"(3, 'relu', 51, 81)",68.04,49.5,46.88
"(3, 'relu', 51, 91)",65.98,49.0,46.88
"(3, 'relu', 61, 1)",92.78,2.0,0.0
"(3, 'relu', 61, 11)",63.92,50.5,46.88
"(3, 'relu', 61, 21)",63.92,50.0,50.0
"(3, 'relu', 61, 31)",70.1,45.5,46.88
"(3, 'relu', 61, 41)",64.95,50.5,46.88
"(3, 'relu', 61, 51)",80.41,39.5,46.88
"(3, 'relu', 61, 61)",100.0,-1.0,-1.0
"(3, 'relu', 61, 71)",63.92,50.5,46.88
"(3, 'relu', 61, 81)",62.89,46.0,62.5
"(3, 'relu', 61, 91)",68.04,50.5,46.88
"(3, 'relu', 71, 1)",100.0,-1.0,-1.0
"(3, 'relu', 71, 11)",61.86,51.5,59.38
"(3, 'relu', 71, 21)",64.95,51.0,46.88
"(3, 'relu', 71, 31)",68.04,50.0,46.88
"(3, 'relu', 71, 41)",64.95,48.5,53.12
"(3, 'relu', 71, 51)",63.92,50.5,46.88
"(3, 'relu', 71, 61)",63.92,49.5,46.88
"(3, 'relu', 71, 71)",63.92,50.5,46.88
"(3, 'relu', 71, 81)",60.82,57.5,46.88
"(3, 'relu', 71, 91)",68.04,49.5,46.88
"(3, 'relu', 81, 1)",63.92,50.5,46.88
"(3, 'relu', 81, 11)",64.95,48.5,56.25
"(3, 'relu', 81, 21)",64.95,49.0,50.0
"(3, 'relu', 81, 31)",64.95,49.5,46.88
"(3, 'relu', 81, 41)",76.29,31.5,0.0
"(3, 'relu', 81, 51)",63.92,51.5,46.88
"(3, 'relu', 81, 61)",68.04,50.0,46.88
"(3, 'relu', 81, 71)",67.01,49.0,46.88
"(3, 'relu', 81, 81)",71.13,44.0,46.88
"(3, 'relu', 81, 91)",65.98,51.0,46.88
"(3, 'relu', 91, 1)",100.0,-1.0,-1.0
"(3, 'relu', 91, 11)",62.89,38.0,0.0
"(3, 'relu', 91, 21)",65.98,50.5,46.88
"(3, 'relu', 91, 31)",64.95,49.5,46.88
"(3, 'relu', 91, 41)",71.13,31.5,0.0
"(3, 'relu', 91, 51)",63.92,50.5,46.88
"(3, 'relu', 91, 61)",67.01,50.5,46.88
"(3, 'relu', 91, 71)",78.35,42.0,46.88
"(3, 'relu', 91, 81)",70.1,45.5,46.88
"(3, 'relu', 101, 1)",100.0,-1.0,-1.0
"(3, 'relu', 101, 11)",65.98,49.5,46.88
"(3, 'relu', 101, 21)",70.1,47.0,46.88
"(3, 'relu', 101, 31)",69.07,48.0,46.88
"(3, 'relu', 101, 41)",61.86,38.0,71.88
"(3, 'relu', 101, 51)",53.61,61.5,46.88
"(3, 'relu', 101, 61)",80.41,40.5,31.25
"(3, 'relu', 101, 71)",63.92,49.5,46.88
"(3, 'relu', 101, 81)",68.04,48.0,46.88
"(3, 'relu', 101, 91)",68.04,49.0,46.88
"(3, 'relu', 111, 11)",62.89,49.0,59.38
"(3, 'relu', 111, 21)",67.01,50.5,46.88
"(3, 'relu', 111, 31)",65.98,50.0,46.88
"(3, 'relu', 111, 41)",65.98,49.5,46.88
"(3, 'relu', 111, 51)",65.98,49.5,46.88
"(3, 'relu', 111, 61)",65.98,50.5,46.88
"(3, 'relu', 111, 71)",64.95,50.5,46.88
"(3, 'relu', 111, 81)",67.01,50.0,46.88
"(3, 'relu', 111, 91)",67.01,51.0,46.88
"(3, 'relu', 121, 1)",62.89,53.5,46.88
"(3, 'relu', 121, 11)",69.07,42.5,46.88
"(3, 'relu', 121, 21)",67.01,50.5,46.88
"(3, 'relu', 121, 41)",70.1,47.0,46.88
"(3, 'relu', 121, 51)",68.04,49.5,46.88
"(3, 'relu', 121, 61)",69.07,46.5,46.88
"(3, 'relu', 121, 71)",67.01,50.0,46.88
"(3, 'relu', 121, 81)",67.01,50.0,46.88
"(3, 'relu', 121, 91)",65.98,51.0,46.88
"(3, 'relu', 131, 1)",62.89,51.0,53.12
"(3, 'relu', 131, 11)",64.95,51.0,46.88
"(3, 'relu', 131, 21)",74.23,51.0,0.0
"(3, 'relu', 131, 31)",65.98,50.0,46.88
"(3, 'relu', 131, 41)",67.01,49.5,46.88
"(3, 'relu', 131, 51)",64.95,49.5,46.88
"(3, 'relu', 131, 61)",70.1,44.5,46.88
"(3, 'relu', 131, 71)",65.98,50.5,46.88
"(3, 'relu', 131, 81)",78.35,40.0,46.88
"(3, 'relu', 131, 91)",65.98,51.5,46.88
"(3, 'relu', 141, 1)",100.0,-1.0,-1.0
"(3, 'relu', 141, 11)",70.1,47.0,46.88
"(3, 'relu', 141, 21)",76.29,30.0,0.0
"(3, 'relu', 141, 31)",65.98,50.0,46.88
"(3, 'relu', 141, 41)",68.04,47.0,46.88
"(3, 'relu', 141, 61)",70.1,44.5,46.88
"(3, 'relu', 141, 71)",79.38,39.0,46.88
"(3, 'relu', 141, 81)",70.1,46.0,46.88
"(3, 'relu', 141, 91)",70.1,46.5,46.88
"(3, 'relu', 151, 1)",100.0,-1.0,-1.0
"(3, 'relu', 151, 11)",67.01,49.0,46.88
"(3, 'relu', 151, 21)",71.13,45.0,46.88
"(3, 'relu', 151, 31)",69.07,48.0,46.88
"(3, 'relu', 151, 41)",63.92,50.0,46.88
"(3, 'relu', 151, 51)",64.95,51.0,46.88
"(3, 'relu', 151, 61)",70.1,46.0,46.88
"(3, 'relu', 151, 71)",70.1,44.5,46.88
"(3, 'relu', 151, 81)",65.98,49.0,46.88
"(3, 'relu', 151, 91)",70.1,47.0,46.88
"(3, 'relu', 161, 1)",100.0,-1.0,-1.0
"(3, 'relu', 161, 11)",62.89,53.0,46.88
"(3, 'relu', 161, 21)",76.29,39.5,46.88
"(3, 'relu', 161, 31)",63.92,49.5,46.88
"(3, 'relu', 161, 41)",65.98,50.0,46.88
"(3, 'relu', 161, 51)",63.92,48.0,46.88
"(3, 'relu', 161, 61)",69.07,48.5,46.88
"(3, 'relu', 161, 71)",64.95,49.0,46.88
"(3, 'relu', 161, 81)",73.2,44.5,46.88
"(3, 'relu', 161, 91)",69.07,48.0,46.88
"(3, 'relu', 171, 1)",62.89,53.5,50.0
"(3, 'relu', 171, 21)",70.1,46.5,46.88
"(3, 'relu', 171, 31)",73.2,28.0,0.0
"(3, 'relu', 171, 41)",79.38,39.5,46.88
"(3, 'relu', 171, 51)",64.95,51.0,46.88
"(3, 'relu', 171, 61)",64.95,52.5,46.88
"(3, 'relu', 171, 71)",65.98,50.5,46.88
"(3, 'relu', 171, 81)",76.29,42.5,46.88
"(3, 'relu', 171, 91)",72.16,45.5,46.88
"(3, 'relu', 181, 21)",67.01,50.5,46.88
"(3, 'relu', 181, 31)",62.89,36.5,0.0
"(3, 'relu', 181, 41)",65.98,49.5,46.88
"(3, 'relu', 181, 51)",67.01,49.5,46.88
"(3, 'relu', 181, 61)",64.95,49.5,46.88
"(3, 'relu', 181, 71)",64.95,53.0,46.88
"(3, 'relu', 181, 81)",69.07,46.5,46.88
"(3, 'relu', 181, 91)",78.35,31.0,0.0
"(3, 'relu', 191, 1)",100.0,-1.0,-1.0
"(3, 'relu', 191, 11)",68.04,49.0,46.88
"(3, 'relu', 191, 21)",70.1,46.5,46.88
"(3, 'relu', 191, 31)",64.95,49.5,46.88
"(3, 'relu', 191, 41)",68.04,49.5,46.88
"(3, 'relu', 191, 51)",69.07,48.5,46.88
"(3, 'relu', 191, 61)",69.07,46.0,46.88
"(3, 'relu', 191, 71)",71.13,43.0,46.88
"(3, 'relu', 191, 81)",79.38,39.5,46.88
"(3, 'relu', 191, 91)",79.38,39.0,46.88
"(3, 'relu', 201, 1)",65.98,51.5,46.88
"(3, 'relu', 201, 11)",64.95,50.0,46.88
"(3, 'relu', 201, 21)",63.92,49.5,46.88
"(3, 'relu', 201, 31)",69.07,47.5,46.88
"(3, 'relu', 201, 41)",67.01,50.0,46.88
"(3, 'relu', 201, 51)",67.01,51.0,46.88
"(3, 'relu', 201, 61)",76.29,42.0,46.88
"(3, 'relu', 201, 71)",70.1,46.0,46.88
"(3, 'relu', 201, 81)",65.98,52.5,46.88
"(3, 'relu', 201, 91)",70.1,48.0,46.88
"(3, 'relu', 211, 1)",87.63,25.5,31.25
"(3, 'relu', 211, 11)",71.13,48.0,53.12
"(3, 'relu', 211, 21)",65.98,52.5,46.88
"(3, 'relu', 211, 31)",67.01,49.0,46.88
"(3, 'relu', 211, 41)",67.01,49.0,46.88
"(3, 'relu', 211, 51)",70.1,42.0,46.88
"(3, 'relu', 211, 61)",63.92,49.5,46.88
"(3, 'relu', 211, 71)",80.41,39.0,46.88
"(3, 'relu', 211, 81)",73.2,42.5,46.88
"(3, 'relu', 211, 91)",64.95,49.5,46.88
"(3, 'relu', 221, 1)",68.04,46.5,46.88
"(3, 'relu', 221, 11)",68.04,46.0,46.88
"(3, 'relu', 221, 21)",64.95,37.0,0.0
"(3, 'relu', 221, 31)",68.04,49.5,46.88
"(3, 'relu', 221, 41)",73.2,43.5,46.88
"(3, 'relu', 221, 51)",60.82,44.5,6.25
"(3, 'relu', 221, 61)",67.01,49.0,46.88
"(3, 'relu', 221, 71)",69.07,47.5,46.88
"(3, 'relu', 221, 81)",72.16,44.0,46.88
"(3, 'relu', 221, 91)",78.35,42.0,46.88
"(3, 'relu', 231, 21)",65.98,50.0,46.88
"(3, 'relu', 231, 31)",65.98,51.0,46.88
"(3, 'relu', 231, 41)",78.35,39.5,46.88
"(3, 'relu', 231, 51)",67.01,51.0,46.88
"(3, 'relu', 231, 71)",67.01,48.5,46.88
"(3, 'relu', 231, 81)",67.01,51.5,46.88
"(3, 'relu', 231, 91)",67.01,50.5,46.88
"(3, 'relu', 241, 11)",68.04,49.5,46.88
"(3, 'relu', 241, 21)",63.92,49.5,46.88
"(3, 'relu', 241, 31)",76.29,43.0,46.88
"(3, 'relu', 241, 41)",65.98,49.5,46.88
"(3, 'relu', 241, 51)",67.01,50.0,46.88
"(3, 'relu', 241, 61)",70.1,47.0,46.88
"(3, 'relu', 241, 71)",70.1,46.5,46.88
"(3, 'relu', 241, 81)",70.1,46.0,46.88
"(3, 'relu', 241, 91)",67.01,50.0,46.88
"(3, 'relu', 251, 11)",64.95,51.5,46.88
"(3, 'relu', 251, 21)",64.95,49.5,46.88
"(3, 'relu', 251, 31)",70.1,46.0,46.88
"(3, 'relu', 251, 41)",64.95,49.0,46.88
"(3, 'relu', 251, 61)",53.61,44.0,62.5
"(3, 'relu', 251, 71)",76.29,41.5,46.88
"(3, 'relu', 251, 81)",64.95,50.5,46.88
"(3, 'relu', 251, 91)",76.29,42.0,46.88
"(3, 'relu', 261, 1)",77.32,30.5,0.0
"(3, 'relu', 261, 11)",69.07,47.0,46.88
"(3, 'relu', 261, 21)",70.1,45.0,46.88
"(3, 'relu', 261, 31)",64.95,50.5,46.88
"(3, 'relu', 261, 41)",67.01,50.0,46.88
"(3, 'relu', 261, 51)",70.1,46.0,46.88
"(3, 'relu', 261, 61)",77.32,33.5,0.0
"(3, 'relu', 261, 71)",69.07,47.5,46.88
"(3, 'relu', 261, 81)",74.23,43.0,46.88
"(3, 'relu', 261, 91)",70.1,47.5,46.88
"(3, 'relu', 271, 11)",100.0,-1.0,-1.0
"(3, 'relu', 271, 21)",70.1,45.0,46.88
"(3, 'relu', 271, 31)",76.29,42.5,46.88
"(3, 'relu', 271, 41)",70.1,47.5,46.88
"(3, 'relu', 271, 51)",70.1,46.5,46.88
"(3, 'relu', 271, 61)",79.38,40.0,34.38
"(3, 'relu', 271, 71)",70.1,47.0,46.88
"(3, 'relu', 271, 81)",67.01,50.0,46.88
"(3, 'relu', 271, 91)",65.98,50.0,46.88
"(3, 'relu', 281, 1)",100.0,-1.0,-1.0
"(3, 'relu', 281, 11)",67.01,50.0,46.88
"(3, 'relu', 281, 21)",65.98,51.0,46.88
"(3, 'relu', 281, 31)",70.1,47.0,46.88
"(3, 'relu', 281, 41)",73.2,44.0,46.88
"(3, 'relu', 281, 51)",64.95,49.5,46.88
"(3, 'relu', 281, 61)",70.1,46.0,46.88
"(3, 'relu', 281, 71)",63.92,49.5,46.88
"(3, 'relu', 281, 81)",75.26,42.0,46.88
"(3, 'relu', 281, 91)",67.01,49.5,46.88
"(3, 'relu', 291, 1)",100.0,-1.0,-1.0
"(3, 'relu', 291, 11)",63.92,49.5,46.88
"(3, 'relu', 291, 21)",63.92,49.5,46.88
"(3, 'relu', 291, 31)",67.01,49.5,46.88
"(3, 'relu', 291, 41)",67.01,50.5,46.88
"(3, 'relu', 291, 51)",70.1,45.5,46.88
"(3, 'relu', 291, 61)",70.1,45.5,46.88
"(3, 'relu', 291, 71)",67.01,51.0,46.88
"(3, 'relu', 291, 81)",65.98,50.5,46.88
"(3, 'relu', 291, 91)",70.1,47.0,46.88
"(3, 'linear', 1, 1)",70.1,50.5,37.5
"(3, 'linear', 1, 11)",71.13,51.0,37.5
"(3, 'linear', 1, 21)",65.98,50.5,34.38
"(3, 'linear', 1, 31)",60.82,50.5,53.12
"(3, 'linear', 1, 41)",73.2,49.0,25.0
"(3, 'linear', 1, 61)",74.23,46.0,37.5
"(3, 'linear', 1, 71)",68.04,51.0,37.5
"(3, 'linear', 1, 81)",64.95,49.5,43.75
"(3, 'linear', 1, 91)",73.2,46.0,31.25
"(3, 'linear', 11, 1)",74.23,48.0,37.5
"(3, 'linear', 11, 11)",78.35,40.0,25.0
"(3, 'linear', 11, 21)",62.89,51.5,50.0
"(3, 'linear', 11, 31)",65.98,53.5,40.62
"(3, 'linear', 11, 41)",72.16,46.0,37.5
"(3, 'linear', 11, 51)",73.2,49.0,40.62
"(3, 'linear', 11, 61)",60.82,52.5,46.88
"(3, 'linear', 11, 71)",76.29,48.0,37.5
"(3, 'linear', 11, 81)",64.95,54.0,46.88
"(3, 'linear', 11, 91)",77.32,47.0,34.38
"(3, 'linear', 21, 1)",72.16,53.0,37.5
"(3, 'linear', 21, 11)",67.01,58.0,40.62
"(3, 'linear', 21, 21)",73.2,49.0,37.5
"(3, 'linear', 21, 31)",64.95,50.5,46.88
"(3, 'linear', 21, 41)",65.98,52.5,46.88
"(3, 'linear', 21, 51)",67.01,53.0,43.75
"(3, 'linear', 21, 61)",71.13,52.5,40.62
"(3, 'linear', 21, 71)",60.82,54.5,46.88
"(3, 'linear', 21, 81)",68.04,52.5,46.88
"(3, 'linear', 21, 91)",67.01,52.5,46.88
"(3, 'linear', 31, 1)",73.2,51.5,40.62
"(3, 'linear', 31, 11)",64.95,52.0,46.88
"(3, 'linear', 31, 21)",62.89,49.5,46.88
"(3, 'linear', 31, 31)",72.16,50.5,37.5
"(3, 'linear', 31, 41)",72.16,52.0,37.5
"(3, 'linear', 31, 51)",67.01,53.5,46.88
"(3, 'linear', 31, 61)",61.86,55.5,46.88
"(3, 'linear', 31, 71)",68.04,49.5,46.88
"(3, 'linear', 31, 81)",63.92,55.5,46.88
"(3, 'linear', 31, 91)",64.95,50.5,46.88
"(3, 'linear', 41, 1)",69.07,52.0,46.88
"(3, 'linear', 41, 11)",62.89,52.0,46.88
"(3, 'linear', 41, 21)",62.89,51.5,46.88
"(3, 'linear', 41, 31)",63.92,52.0,46.88
"(3, 'linear', 41, 41)",65.98,51.5,46.88
"(3, 'linear', 41, 51)",62.89,52.5,46.88
"(3, 'linear', 41, 61)",60.82,58.5,46.88
"(3, 'linear', 41, 71)",63.92,52.5,46.88
"(3, 'linear', 41, 81)",63.92,53.5,46.88
"(3, 'linear', 41, 91)",62.89,51.0,46.88
"(3, 'linear', 51, 1)",76.29,47.5,37.5
"(3, 'linear', 51, 11)",62.89,51.5,46.88
"(3, 'linear', 51, 21)",68.04,49.0,46.88
"(3, 'linear', 51, 31)",62.89,52.0,46.88
"(3, 'linear', 51, 41)",62.89,52.0,46.88
"(3, 'linear', 51, 51)",63.92,52.5,46.88
"(3, 'linear', 51, 61)",63.92,52.5,46.88
"(3, 'linear', 51, 71)",63.92,51.0,46.88
"(3, 'linear', 51, 81)",62.89,52.5,46.88
"(3, 'linear', 51, 91)",65.98,53.0,46.88
"(3, 'linear', 61, 1)",61.86,54.0,46.88
"(3, 'linear', 61, 11)",64.95,51.0,46.88
"(3, 'linear', 61, 21)",67.01,50.5,46.88
"(3, 'linear', 61, 31)",65.98,53.5,46.88
"(3, 'linear', 61, 41)",54.64,63.0,46.88
"(3, 'linear', 61, 51)",65.98,51.5,46.88
"(3, 'linear', 61, 61)",63.92,53.0,46.88
"(3, 'linear', 61, 71)",68.04,51.0,46.88
"(3, 'linear', 61, 81)",65.98,53.0,46.88
"(3, 'linear', 61, 91)",64.95,52.0,46.88
"(3, 'linear', 71, 1)",60.82,54.5,37.5
"(3, 'linear', 71, 11)",63.92,52.0,46.88
"(3, 'linear', 71, 21)",65.98,53.5,46.88
"(3, 'linear', 71, 31)",65.98,53.0,46.88
"(3, 'linear', 71, 41)",62.89,52.5,46.88
"(3, 'linear', 71, 51)",63.92,51.0,46.88
"(3, 'linear', 71, 61)",63.92,52.5,46.88
"(3, 'linear', 71, 71)",68.04,51.0,46.88
"(3, 'linear', 71, 81)",62.89,51.0,46.88
"(3, 'linear', 71, 91)",63.92,52.5,46.88
"(3, 'linear', 81, 1)",63.92,54.0,46.88
"(3, 'linear', 81, 11)",65.98,51.5,46.88
"(3, 'linear', 81, 21)",65.98,53.5,46.88
"(3, 'linear', 81, 31)",64.95,51.5,46.88
"(3, 'linear', 81, 41)",60.82,57.0,46.88
"(3, 'linear', 81, 51)",65.98,52.0,46.88
"(3, 'linear', 81, 61)",64.95,50.5,46.88
"(3, 'linear', 81, 71)",65.98,52.0,46.88
"(3, 'linear', 81, 81)",64.95,52.0,46.88
"(3, 'linear', 81, 91)",63.92,52.5,46.88
"(3, 'linear', 91, 1)",61.86,55.0,46.88
"(3, 'linear', 91, 11)",63.92,55.0,46.88
"(3, 'linear', 91, 21)",63.92,51.5,46.88
"(3, 'linear', 91, 31)",62.89,52.5,46.88
"(3, 'linear', 91, 41)",64.95,53.5,46.88
"(3, 'linear', 91, 51)",63.92,52.0,46.88
"(3, 'linear', 91, 61)",67.01,50.0,46.88
"(3, 'linear', 91, 71)",64.95,51.0,46.88
"(3, 'linear', 91, 81)",64.95,50.0,46.88
"(3, 'linear', 91, 91)",63.92,53.0,46.88
"(3, 'linear', 101, 1)",61.86,56.0,46.88
"(3, 'linear', 101, 11)",65.98,52.5,46.88
"(3, 'linear', 101, 21)",63.92,52.0,46.88
"(3, 'linear', 101, 31)",62.89,51.5,46.88
"(3, 'linear', 101, 41)",67.01,51.5,46.88
"(3, 'linear', 101, 51)",65.98,51.5,46.88
"(3, 'linear', 101, 61)",67.01,51.0,46.88
"(3, 'linear', 101, 71)",65.98,52.0,46.88
"(3, 'linear', 101, 91)",63.92,52.0,46.88
"(3, 'linear', 111, 1)",65.98,53.0,46.88
"(3, 'linear', 111, 11)",65.98,51.5,46.88
"(3, 'linear', 111, 21)",60.82,56.5,46.88
"(3, 'linear', 111, 31)",62.89,52.0,46.88
"(3, 'linear', 111, 41)",63.92,52.0,46.88
"(3, 'linear', 111, 61)",65.98,51.0,46.88
"(3, 'linear', 111, 71)",69.07,49.5,46.88
"(3, 'linear', 111, 81)",63.92,52.5,46.88
"(3, 'linear', 111, 91)",65.98,51.5,46.88
"(3, 'linear', 121, 1)",72.16,48.5,37.5
"(3, 'linear', 121, 11)",63.92,53.0,46.88
"(3, 'linear', 121, 21)",67.01,51.0,46.88
"(3, 'linear', 121, 31)",63.92,53.0,46.88
"(3, 'linear', 121, 41)",63.92,54.5,46.88
"(3, 'linear', 121, 51)",64.95,50.5,46.88
"(3, 'linear', 121, 61)",65.98,53.0,46.88
"(3, 'linear', 121, 71)",65.98,53.0,46.88
"(3, 'linear', 121, 81)",65.98,51.5,46.88
"(3, 'linear', 121, 91)",65.98,51.5,46.88
"(3, 'linear', 131, 1)",73.2,49.0,37.5
"(3, 'linear', 131, 11)",64.95,51.5,46.88
"(3, 'linear', 131, 21)",62.89,51.5,46.88
"(3, 'linear', 131, 31)",63.92,52.0,46.88
"(3, 'linear', 131, 41)",65.98,52.5,46.88
"(3, 'linear', 131, 51)",65.98,52.0,46.88
"(3, 'linear', 131, 61)",65.98,52.0,46.88
"(3, 'linear', 131, 71)",62.89,50.5,46.88
"(3, 'linear', 131, 81)",63.92,21.5,59.38
"(3, 'linear', 141, 1)",62.89,53.5,46.88
"(3, 'linear', 141, 11)",65.98,52.0,46.88
"(3, 'linear', 141, 21)",67.01,52.5,46.88
"(3, 'linear', 141, 31)",62.89,52.0,46.88
"(3, 'linear', 141, 41)",63.92,52.0,46.88
"(3, 'linear', 141, 51)",67.01,50.5,46.88
"(3, 'linear', 141, 61)",67.01,54.5,46.88
"(3, 'linear', 141, 71)",62.89,54.0,46.88
"(3, 'linear', 141, 81)",67.01,51.5,46.88
"(3, 'linear', 141, 91)",90.72,31.0,0.0
"(3, 'linear', 151, 1)",73.2,50.0,40.62
"(3, 'linear', 151, 11)",62.89,50.5,46.88
"(3, 'linear', 151, 21)",63.92,54.5,46.88
"(3, 'linear', 151, 31)",62.89,51.0,46.88
"(3, 'linear', 151, 41)",67.01,51.0,46.88
"(3, 'linear', 151, 51)",62.89,55.0,46.88
"(3, 'linear', 151, 61)",62.89,53.0,46.88
"(3, 'linear', 151, 71)",64.95,52.0,46.88
"(3, 'linear', 151, 81)",63.92,52.5,46.88
"(3, 'linear', 151, 91)",87.63,35.5,0.0
"(3, 'linear', 161, 1)",61.86,54.5,53.12
"(3, 'linear', 161, 11)",65.98,52.0,46.88
"(3, 'linear', 161, 21)",63.92,51.0,46.88
"(3, 'linear', 161, 31)",63.92,52.5,46.88
"(3, 'linear', 161, 41)",62.89,52.0,46.88
"(3, 'linear', 161, 51)",64.95,54.5,46.88
"(3, 'linear', 161, 71)",89.69,31.0,0.0
